r,a8520c4c-8a45-11ea-9ff4-0242ac140004,1588184236956106678,Heizung/Küche
s,a8598526-8a45-11ea-ab09-0242ac140003,1588184237003763696,Temperatur/Flur
r,a86969d2-8a45-11ea-9ff4-0242ac140004,1588184237109882818,Heizung/Flur
s,a8ce4546-8a45-11ea-ab09-0242ac140003,1588184237768864168,Temperatur/Schlafzimmer
s,a8dafd04-8a45-11ea-ab09-0242ac140003,1588184237852229530,Temperatur/Küche
r,a8ddf360-8a45-11ea-9ff4-0242ac140004,1588184237872899283,Heizung/Schlafzimmer
r,a8eaf1f0-8a45-11ea-9ff4-0242ac140004,1588184237958161201,Heizung/Küche
s,a8f150ea-8a45-11ea-ab09-0242ac140003,1588184237998573024,Temperatur/Schlafzimmer
r,a901259c-8a45-11ea-9ff4-0242ac140004,1588184238103550644,Heizung/Schlafzimmer
s,a93ecf00-8a45-11ea-ab09-0242ac140003,1588184238506429374,Temperatur/Flur
r,a94e98e0-8a45-11ea-9ff4-0242ac140004,1588184238611280630,Heizung/Flur
s,a973d54c-8a45-11ea-ab09-0242ac140003,1588184238853914353,Temperatur/Küche
r,a983a350-8a45-11ea-9ff4-0242ac140004,1588184238959351919,Heizung/Küche
s,aa0ce4bc-8a45-11ea-ab09-0242ac140003,1588184239857026330,Temperatur/Küche
r,aa1cae7e-8a45-11ea-9ff4-0242ac140004,1588184239961722715,Heizung/Küche
s,aa23de56-8a45-11ea-ab09-0242ac140003,1588184240007589124,Temperatur/Flur
r,aa339d6e-8a45-11ea-9ff4-0242ac140004,1588184240112439372,Heizung/Flur
s,aa519288-8a45-11ea-ab09-0242ac140003,1588184240307139730,Temperatur/Schlafzimmer
r,aa6160aa-8a45-11ea-9ff4-0242ac140004,1588184240412384216,Heizung/Schlafzimmer
s,aa96b016-8a45-11ea-ab09-0242ac140003,1588184240760067949,Temperatur/Schlafzimmer
s,aaa5c308-8a45-11ea-ab09-0242ac140003,1588184240858848025,Temperatur/Küche
r,aaa67fe6-8a45-11ea-9ff4-0242ac140004,1588184240864918005,Heizung/Schlafzimmer
r,aab597d8-8a45-11ea-9ff4-0242ac140004,1588184240964059157,Heizung/Küche
s,ab093168-8a45-11ea-ab09-0242ac140003,1588184241510494589,Temperatur/Flur
r,ab19165a-8a45-11ea-9ff4-0242ac140004,1588184241616083333,Heizung/Flur
s,ab3ed21e-8a45-11ea-ab09-0242ac140003,1588184241861945392,Temperatur/Küche
r,ab4e8f74-8a45-11ea-9ff4-0242ac140004,1588184241966152699,Heizung/Küche
s,abd7ad90-8a45-11ea-ab09-0242ac140003,1588184242863715375,Temperatur/Küche
s,abe5cbfa-8a45-11ea-ab09-0242ac140003,1588184242956215775,Temperatur/Schlafzimmer
r,abe7c6b2-8a45-11ea-9ff4-0242ac140004,1588184242970367671,Heizung/Küche
s,abee3484-8a45-11ea-ab09-0242ac140003,1588184243011330288,Temperatur/Flur
r,abf575d2-8a45-11ea-9ff4-0242ac140004,1588184243059943622,Heizung/Schlafzimmer
r,abfdf9dc-8a45-11ea-9ff4-0242ac140004,1588184243115811199,Heizung/Flur
s,ac709e6a-8a45-11ea-ab09-0242ac140003,1588184243866028666,Temperatur/Küche
r,ac807e98-8a45-11ea-9ff4-0242ac140004,1588184243971385338,Heizung/Küche
s,acd3811a-8a45-11ea-ab09-0242ac140003,1588184244514084828,Temperatur/Flur
r,ace36468-8a45-11ea-9ff4-0242ac140004,1588184244619942028,Heizung/Flur
s,ad09903e-8a45-11ea-ab09-0242ac140003,1588184244868360261,Temperatur/Küche
r,ad19609a-8a45-11ea-9ff4-0242ac140004,1588184244973797932,Heizung/Küche
s,ad337246-8a45-11ea-ab09-0242ac140003,1588184245142843867,Temperatur/Schlafzimmer
r,ad43314a-8a45-11ea-9ff4-0242ac140004,1588184245246667218,Heizung/Schlafzimmer
s,ada27966-8a45-11ea-ab09-0242ac140003,1588184245870475536,Temperatur/Küche
r,adb25c6e-8a45-11ea-9ff4-0242ac140004,1588184245976287800,Heizung/Küche
s,adb8b726-8a45-11ea-ab09-0242ac140003,1588184246016226592,Temperatur/Flur
r,adc8795e-8a45-11ea-9ff4-0242ac140004,1588184246120910425,Heizung/Flur
s,ae087b44-8a45-11ea-ab09-0242ac140003,1588184246539011220,Temperatur/Schlafzimmer
r,ae181ad6-8a45-11ea-9ff4-0242ac140004,1588184246641825785,Heizung/Schlafzimmer
s,ae238998-8a45-11ea-ab09-0242ac140003,1588184246716268627,Temperatur/Schlafzimmer
r,ae3306b6-8a45-11ea-9ff4-0242ac140004,1588184246818271988,Heizung/Schlafzimmer
s,ae3b3a2a-8a45-11ea-ab09-0242ac140003,1588184246871537866,Temperatur/Küche
r,ae4ac4ae-8a45-11ea-9ff4-0242ac140004,1588184246974161202,Heizung/Küche
s,ae766712-8a45-11ea-ab09-0242ac140003,1588184247259337783,Temperatur/Schlafzimmer
r,ae8605a0-8a45-11ea-9ff4-0242ac140004,1588184247362645851,Heizung/Schlafzimmer
s,ae9ddda6-8a45-11ea-ab09-0242ac140003,1588184247517997249,Temperatur/Flur
r,aeadafba-8a45-11ea-9ff4-0242ac140004,1588184247623175599,Heizung/Flur
s,aec9b0ca-8a45-11ea-ab09-0242ac140003,1588184247805173849,Temperatur/Schlafzimmer
s,aed3f5bc-8a45-11ea-ab09-0242ac140003,1588184247872469527,Temperatur/Küche
r,aed93752-8a45-11ea-9ff4-0242ac140004,1588184247907382299,Heizung/Schlafzimmer
r,aee36aa6-8a45-11ea-9ff4-0242ac140004,1588184247974196737,Heizung/Küche
s,aef3bd34-8a45-11ea-ab09-0242ac140003,1588184248080757235,Temperatur/Schlafzimmer
r,af036afe-8a45-11ea-9ff4-0242ac140004,1588184248184610301,Heizung/Schlafzimmer
s,af6d0090-8a45-11ea-ab09-0242ac140003,1588184248875491124,Temperatur/Küche
r,af7cc890-8a45-11ea-9ff4-0242ac140004,1588184248979890982,Heizung/Küche
s,af82fb2a-8a45-11ea-ab09-0242ac140003,1588184249019517918,Temperatur/Flur
r,af92a6d8-8a45-11ea-9ff4-0242ac140004,1588184249123206326,Heizung/Flur
s,afd4598e-8a45-11ea-ab09-0242ac140003,1588184249552748418,Temperatur/Schlafzimmer
r,afe3f3da-8a45-11ea-9ff4-0242ac140004,1588184249655920743,Heizung/Schlafzimmer
s,b003255c-8a45-11ea-ab09-0242ac140003,1588184249859439542,Temperatur/Schlafzimmer
s,b005aa3e-8a45-11ea-ab09-0242ac140003,1588184249875951194,Temperatur/Küche
r,b012cd86-8a45-11ea-9ff4-0242ac140004,1588184249963366582,Heizung/Schlafzimmer
r,b0155ace-8a45-11ea-9ff4-0242ac140004,1588184249980057389,Heizung/Küche
s,b05263ce-8a45-11ea-ab09-0242ac140003,1588184250378774847,Temperatur/Schlafzimmer
r,b061f4e2-8a45-11ea-9ff4-0242ac140004,1588184250481685234,Heizung/Schlafzimmer
s,b06803e6-8a45-11ea-ab09-0242ac140003,1588184250520507205,Temperatur/Flur
r,b077b886-8a45-11ea-9ff4-0242ac140004,1588184250624069520,Heizung/Flur
s,b09e7818-8a45-11ea-ab09-0242ac140003,1588184250877360846,Temperatur/Küche
r,b0ae1462-8a45-11ea-9ff4-0242ac140004,1588184250980742479,Heizung/Küche
s,b0b4a674-8a45-11ea-ab09-0242ac140003,1588184251022754902,Temperatur/Schlafzimmer
r,b0c490fc-8a45-11ea-9ff4-0242ac140004,1588184251128346486,Heizung/Schlafzimmer
s,b1376a64-8a45-11ea-ab09-0242ac140003,1588184251879720843,Temperatur/Küche
r,b1471ee6-8a45-11ea-9ff4-0242ac140004,1588184251983960870,Heizung/Küche
s,b14d368c-8a45-11ea-ab09-0242ac140003,1588184252022596706,Temperatur/Flur
r,b15d1228-8a45-11ea-9ff4-0242ac140004,1588184252127969083,Heizung/Flur
s,b16139c0-8a45-11ea-ab09-0242ac140003,1588184252153750857,Temperatur/Schlafzimmer
r,b17105ee-8a45-11ea-9ff4-0242ac140004,1588184252258469699,Heizung/Schlafzimmer
s,b194baac-8a45-11ea-ab09-0242ac140003,1588184252491290986,Temperatur/Schlafzimmer
r,b1a49de6-8a45-11ea-9ff4-0242ac140004,1588184252596859992,Heizung/Schlafzimmer
s,b1d05b52-8a45-11ea-ab09-0242ac140003,1588184252882060398,Temperatur/Küche
r,b1e0313a-8a45-11ea-9ff4-0242ac140004,1588184252987516110,Heizung/Küche
s,b23281a6-8a45-11ea-ab09-0242ac140003,1588184253525298586,Temperatur/Flur
r,b2427570-8a45-11ea-9ff4-0242ac140004,1588184253631461168,Heizung/Flur
s,b2692558-8a45-11ea-ab09-0242ac140003,1588184253883363393,Temperatur/Küche
r,b278ff96-8a45-11ea-9ff4-0242ac140004,1588184253988941904,Heizung/Küche
s,b2ec08ce-8a45-11ea-ab09-0242ac140003,1588184254741176134,Temperatur/Schlafzimmer
r,b2fbf090-8a45-11ea-9ff4-0242ac140004,1588184254847000528,Heizung/Schlafzimmer
s,b3020728-8a45-11ea-ab09-0242ac140003,1588184254885300250,Temperatur/Küche
r,b311b0ce-8a45-11ea-9ff4-0242ac140004,1588184254989666722,Heizung/Küche
s,b317a8ee-8a45-11ea-ab09-0242ac140003,1588184255027059758,Temperatur/Flur
r,b3276856-8a45-11ea-9ff4-0242ac140004,1588184255131795805,Heizung/Flur
s,b3918b78-8a45-11ea-ab09-0242ac140003,1588184255825865815,Temperatur/Schlafzimmer
s,b39aefa6-8a45-11ea-ab09-0242ac140003,1588184255887411390,Temperatur/Küche
r,b3a1565c-8a45-11ea-9ff4-0242ac140004,1588184255930790581,Heizung/Schlafzimmer
s,b3a621b4-8a45-11ea-ab09-0242ac140003,1588184255960781432,Temperatur/Schlafzimmer
r,b3aadad8-8a45-11ea-9ff4-0242ac140004,1588184255992796708,Heizung/Küche
r,b3b6177c-8a45-11ea-9ff4-0242ac140004,1588184256066834660,Heizung/Schlafzimmer
s,b3e3eb3e-8a45-11ea-ab09-0242ac140003,1588184256365706394,Temperatur/Schlafzimmer
r,b3f3ae7a-8a45-11ea-9ff4-0242ac140004,1588184256470785405,Heizung/Schlafzimmer
s,b3fce666-8a45-11ea-ab09-0242ac140003,1588184256529443562,Temperatur/Flur
r,b40ca2b8-8a45-11ea-9ff4-0242ac140004,1588184256634137549,Heizung/Flur
s,b433b858-8a45-11ea-ab09-0242ac140003,1588184256888686737,Temperatur/Küche
r,b4435b1e-8a45-11ea-9ff4-0242ac140004,1588184256991625817,Heizung/Küche
s,b46dd31c-8a45-11ea-ab09-0242ac140003,1588184257269473540,Temperatur/Schlafzimmer
r,b47da77e-8a45-11ea-9ff4-0242ac140004,1588184257374465692,Heizung/Schlafzimmer
s,b49b5a08-8a45-11ea-ab09-0242ac140003,1588184257567856577,Temperatur/Schlafzimmer
s,b4a7697e-8a45-11ea-ab09-0242ac140003,1588184257646887876,Temperatur/Schlafzimmer
r,b4ab1c72-8a45-11ea-9ff4-0242ac140004,1588184257672151718,Heizung/Schlafzimmer
r,b4b7431c-8a45-11ea-9ff4-0242ac140004,1588184257752135359,Heizung/Schlafzimmer
s,b4ccac34-8a45-11ea-ab09-0242ac140003,1588184257891079001,Temperatur/Küche
r,b4dc8af0-8a45-11ea-9ff4-0242ac140004,1588184257996746909,Heizung/Küche
s,b4e1fa12-8a45-11ea-ab09-0242ac140003,1588184258030685529,Temperatur/Flur
r,b4f18bda-8a45-11ea-9ff4-0242ac140004,1588184258133198799,Heizung/Flur
s,b5659c5a-8a45-11ea-ab09-0242ac140003,1588184258893369970,Temperatur/Küche
r,b575893a-8a45-11ea-9ff4-0242ac140004,1588184258999186492,Heizung/Küche
s,b5867b14-8a45-11ea-ab09-0242ac140003,1588184259108798023,Temperatur/Schlafzimmer
