uuid,message_x,timestamp_x,runtime_x,losses,sum of losses
ad09903e-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842448683602e+18,15.704321792,0,0
ad19609a-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842449720223e+18,15.807983872,0,0
ad337246-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.588184245142844e+18,15.978805504,0,0
ad43314a-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842452460163e+18,16.081977856,0,0
ada27966-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842458704755e+18,16.70643712,0,0
adb25c6e-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842459746179e+18,16.810579456,0,0
adb8b726-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842460162266e+18,16.85218816,0,0
adc8795e-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842461195226e+18,16.95548416,0,0
ae087b44-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842465390113e+18,17.374972928,0,0
ae181ad6-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.588184246641353e+18,17.47731456,0,0
ae238998-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842467162685e+18,17.552230144,0,0
ae3306b6-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.588184246817787e+18,17.65374848,0,0
ae3b3a2a-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.588184246871538e+18,17.70749952,0,0
ae4ac4ae-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842469733955e+18,17.809357056,0,0
ae766712-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842472593377e+18,18.095299328,0,0
ae8605a0-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.588184247361727e+18,18.197688576,0,0
ae9ddda6-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842475179973e+18,18.353958912,0,0
aeadafba-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842476216996e+18,18.457661184,0,0
aec9b0ca-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842478051738e+18,18.64113536,0,0
aed3f5bc-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842478724695e+18,18.708431104,0,0
aed93752-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842479069245e+18,18.742886144,0,0
aee36aa6-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842479737754e+18,18.80973696,0,0
aef3bd34-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842480807572e+18,18.916718848,0,0
af036afe-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842481835233e+18,19.019484928,0,0
af6d0090-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.588184248875491e+18,19.711452672,0,0
af7cc890-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842489789012e+18,19.814862848,0,0
af82fb2a-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.588184249019518e+18,19.855479552,0,0
af92a6d8-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842491222188e+18,19.958180352,0,0
afd4598e-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842495527485e+18,20.388710144,0,0
afe3f3da-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.588184249655027e+18,20.490988544,0,0
b003255c-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842498594396e+18,20.695401216,0,0
b005aa3e-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.588184249875951e+18,20.711912704,0,0
b012cd86-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842499620849e+18,20.798046464,0,0
b0155ace-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842499788096e+18,20.8147712,0,0
b05263ce-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842503787748e+18,21.214736384,0,0
b061f4e2-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842504808061e+18,21.316767744,0,0
b06803e6-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842505205071e+18,21.356468736,0,0
b077b886-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.588184250623432e+18,21.459393536,0,0
b09e7818-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.588184250877361e+18,21.713322496,0,0
b0ae1462-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842509796948e+18,21.815656448,0,0
b0b4a674-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842510227548e+18,21.858716416,0,0
b0c490fc-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842511270884e+18,21.963049984,0,0
b1376a64-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.588184251879721e+18,22.71568256,0,0
b1471ee6-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.588184251982675e+18,22.818636544,0,0
b14d368c-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842520225966e+18,22.858558208,0,0
b15d1228-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.588184252126535e+18,22.962496512,0,0
b16139c0-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842521537508e+18,22.989712384,0,0
b17105ee-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.58818425225728e+18,23.0932416,0,0
b194baac-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.588184252491291e+18,23.32725248,0,0
b1a49de6-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.588184252595419e+18,23.43138048,0,0
b1d05b52-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842528820603e+18,23.718021888,0,0
b1e0313a-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.588184252985858e+18,23.821819648,0,0
b23281a6-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842535252987e+18,24.361260288,0,0
b2427570-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.588184253629859e+18,24.465820672,0,0
b2692558-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842538833633e+18,24.719324928,0,0
b278ff96-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842539872922e+18,24.82325376,0,0
b2ec08ce-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.588184254741176e+18,25.577137664,0,0
b2fbf090-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842548454182e+18,25.68137984,0,0
b3020728-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842548853002e+18,25.721261824,0,0
b311b0ce-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.588184254987975e+18,25.823936512,0,0
b317a8ee-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842550270597e+18,25.863021312,0,0
b3276856-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842551302917e+18,25.966253312,0,0
b3918b78-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842558258657e+18,26.661827328,0,0
b39aefa6-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842558874115e+18,26.723373056,0,0
b3a1565c-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842559293637e+18,26.765325312,0,0
b3a621b4-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842559607813e+18,26.796742912,0,0
b3aadad8-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842559917235e+18,26.82768512,0,0
b3b6177c-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842560653847e+18,26.901346304,0,0
b3e3eb3e-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842563657065e+18,27.201668096,0,0
b3f3ae7a-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.58818425646903e+18,27.304991488,0,0
b3fce666-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842565294436e+18,27.365405184,0,0
b40ca2b8-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842566325594e+18,27.46852096,0,0
b433b858-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842568886868e+18,27.724648448,0,0
b4435b1e-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842569911322e+18,27.82709376,0,0
b46dd31c-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842572694735e+18,28.105435136,0,0
b47da77e-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842573732206e+18,28.209182208,0,0
b49b5a08-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.5881842575678566e+18,28.40381824,0,0
b4a7697e-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.588184257646888e+18,28.482849536,0,0
b4ab1c72-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842576711232e+18,28.5070848,0,0
b4b7431c-8a45-11ea-9ff4-0242ac140004,Heizung/Schlafzimmer,1.5881842577507717e+18,28.586733312,0,0
b4ccac34-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.588184257891079e+18,28.727040512,0,0
b4dc8af0-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842579951068e+18,28.831068416,0,0
b4e1fa12-8a45-11ea-ab09-0242ac140003,Temperatur/Flur,1.5881842580306854e+18,28.86664704,0,0
b4f18bda-8a45-11ea-9ff4-0242ac140004,Heizung/Flur,1.5881842581327055e+18,28.968667136,0,0
b5659c5a-8a45-11ea-ab09-0242ac140003,Temperatur/Küche,1.5881842588933699e+18,29.729331456,0,0
b575893a-8a45-11ea-9ff4-0242ac140004,Heizung/Küche,1.5881842589977554e+18,29.833716992,0,0
b5867b14-8a45-11ea-ab09-0242ac140003,Temperatur/Schlafzimmer,1.588184259108798e+18,29.944759552,0,0
