,type,uuid,timestamp,message,runtime
30,s,a8ce4546-8a45-11ea-ab09-0242ac140003,1.5881842377688643e+18,Temperatur/Schlafzimmer,8.604825856
31,s,a8dafd04-8a45-11ea-ab09-0242ac140003,1.5881842378522296e+18,Temperatur/Küche,8.688191232
32,s,a8ddf360-8a45-11ea-9ff4-0242ac140004,1.5881842378716672e+18,Heizung/Schlafzimmer,8.7076288
33,s,a8eaf1f0-8a45-11ea-9ff4-0242ac140004,1.5881842379568287e+18,Heizung/Küche,8.792790272
34,s,a8f150ea-8a45-11ea-ab09-0242ac140003,1.588184237998573e+18,Temperatur/Schlafzimmer,8.834534656
35,s,a901259c-8a45-11ea-9ff4-0242ac140004,1.5881842381023173e+18,Heizung/Schlafzimmer,8.938278912
36,s,a93ecf00-8a45-11ea-ab09-0242ac140003,1.5881842385064294e+18,Temperatur/Flur,9.34239104
37,s,a94e98e0-8a45-11ea-9ff4-0242ac140004,1.588184238609902e+18,Heizung/Flur,9.44586368
38,s,a973d54c-8a45-11ea-ab09-0242ac140003,1.5881842388539144e+18,Temperatur/Küche,9.689875968
39,s,a983a350-8a45-11ea-9ff4-0242ac140004,1.5881842389576276e+18,Heizung/Küche,9.793589248
40,s,aa0ce4bc-8a45-11ea-ab09-0242ac140003,1.5881842398570263e+18,Temperatur/Küche,10.692987904
41,s,aa1cae7e-8a45-11ea-9ff4-0242ac140004,1.5881842399605002e+18,Heizung/Küche,10.796461824
42,s,aa23de56-8a45-11ea-ab09-0242ac140003,1.588184240007589e+18,Temperatur/Flur,10.84355072
43,s,aa339d6e-8a45-11ea-9ff4-0242ac140004,1.5881842401108124e+18,Heizung/Flur,10.946774016
44,s,aa519288-8a45-11ea-ab09-0242ac140003,1.5881842403071398e+18,Temperatur/Schlafzimmer,11.14310144
45,s,aa6160aa-8a45-11ea-9ff4-0242ac140004,1.5881842404107195e+18,Heizung/Schlafzimmer,11.246681088
46,s,aa96b016-8a45-11ea-ab09-0242ac140003,1.5881842407600678e+18,Temperatur/Schlafzimmer,11.59602944
47,s,aaa5c308-8a45-11ea-ab09-0242ac140003,1.588184240858848e+18,Temperatur/Küche,11.6948096
48,s,aaa67fe6-8a45-11ea-9ff4-0242ac140004,1.5881842408636964e+18,Heizung/Schlafzimmer,11.699657984
49,s,aab597d8-8a45-11ea-9ff4-0242ac140004,1.5881842409626235e+18,Heizung/Küche,11.798585088
50,s,ab093168-8a45-11ea-ab09-0242ac140003,1.5881842415104945e+18,Temperatur/Flur,12.346456064
51,s,ab19165a-8a45-11ea-9ff4-0242ac140004,1.5881842416146624e+18,Heizung/Flur,12.450624
52,s,ab3ed21e-8a45-11ea-ab09-0242ac140003,1.5881842418619453e+18,Temperatur/Küche,12.697906944
53,s,ab4e8f74-8a45-11ea-9ff4-0242ac140004,1.5881842419650862e+18,Heizung/Küche,12.801047808
54,s,abd7ad90-8a45-11ea-ab09-0242ac140003,1.5881842428637153e+18,Temperatur/Küche,13.699676928
55,s,abe5cbfa-8a45-11ea-ab09-0242ac140003,1.5881842429562158e+18,Temperatur/Schlafzimmer,13.792177408
56,s,abe7c6b2-8a45-11ea-9ff4-0242ac140004,1.5881842429692132e+18,Heizung/Küche,13.805174784
57,s,abee3484-8a45-11ea-ab09-0242ac140003,1.5881842430113303e+18,Temperatur/Flur,13.847291904
58,s,abf575d2-8a45-11ea-9ff4-0242ac140004,1.5881842430588956e+18,Heizung/Schlafzimmer,13.894857216
59,s,abfdf9dc-8a45-11ea-9ff4-0242ac140004,1.5881842431147026e+18,Heizung/Flur,13.950664192
60,s,ac709e6a-8a45-11ea-ab09-0242ac140003,1.5881842438660285e+18,Temperatur/Küche,14.701990144
61,s,ac807e98-8a45-11ea-9ff4-0242ac140004,1.5881842439700777e+18,Heizung/Küche,14.806039296
62,s,acd3811a-8a45-11ea-ab09-0242ac140003,1.5881842445140849e+18,Temperatur/Flur,15.350046464
63,s,ace36468-8a45-11ea-9ff4-0242ac140004,1.5881842446182244e+18,Heizung/Flur,15.454185984
64,s,ad09903e-8a45-11ea-ab09-0242ac140003,1.5881842448683602e+18,Temperatur/Küche,15.704321792
65,s,ad19609a-8a45-11ea-9ff4-0242ac140004,1.5881842449720223e+18,Heizung/Küche,15.807983872
66,s,ad337246-8a45-11ea-ab09-0242ac140003,1.588184245142844e+18,Temperatur/Schlafzimmer,15.978805504
67,s,ad43314a-8a45-11ea-9ff4-0242ac140004,1.5881842452460163e+18,Heizung/Schlafzimmer,16.081977856
68,s,ada27966-8a45-11ea-ab09-0242ac140003,1.5881842458704755e+18,Temperatur/Küche,16.70643712
69,s,adb25c6e-8a45-11ea-9ff4-0242ac140004,1.5881842459746179e+18,Heizung/Küche,16.810579456
70,s,adb8b726-8a45-11ea-ab09-0242ac140003,1.5881842460162266e+18,Temperatur/Flur,16.85218816
71,s,adc8795e-8a45-11ea-9ff4-0242ac140004,1.5881842461195226e+18,Heizung/Flur,16.95548416
72,s,ae087b44-8a45-11ea-ab09-0242ac140003,1.5881842465390113e+18,Temperatur/Schlafzimmer,17.374972928
73,s,ae181ad6-8a45-11ea-9ff4-0242ac140004,1.588184246641353e+18,Heizung/Schlafzimmer,17.47731456
74,s,ae238998-8a45-11ea-ab09-0242ac140003,1.5881842467162685e+18,Temperatur/Schlafzimmer,17.552230144
75,s,ae3306b6-8a45-11ea-9ff4-0242ac140004,1.588184246817787e+18,Heizung/Schlafzimmer,17.65374848
76,s,ae3b3a2a-8a45-11ea-ab09-0242ac140003,1.588184246871538e+18,Temperatur/Küche,17.70749952
77,s,ae4ac4ae-8a45-11ea-9ff4-0242ac140004,1.5881842469733955e+18,Heizung/Küche,17.809357056
78,s,ae766712-8a45-11ea-ab09-0242ac140003,1.5881842472593377e+18,Temperatur/Schlafzimmer,18.095299328
79,s,ae8605a0-8a45-11ea-9ff4-0242ac140004,1.588184247361727e+18,Heizung/Schlafzimmer,18.197688576
80,s,ae9ddda6-8a45-11ea-ab09-0242ac140003,1.5881842475179973e+18,Temperatur/Flur,18.353958912
81,s,aeadafba-8a45-11ea-9ff4-0242ac140004,1.5881842476216996e+18,Heizung/Flur,18.457661184
82,s,aec9b0ca-8a45-11ea-ab09-0242ac140003,1.5881842478051738e+18,Temperatur/Schlafzimmer,18.64113536
83,s,aed3f5bc-8a45-11ea-ab09-0242ac140003,1.5881842478724695e+18,Temperatur/Küche,18.708431104
84,s,aed93752-8a45-11ea-9ff4-0242ac140004,1.5881842479069245e+18,Heizung/Schlafzimmer,18.742886144
85,s,aee36aa6-8a45-11ea-9ff4-0242ac140004,1.5881842479737754e+18,Heizung/Küche,18.80973696
86,s,aef3bd34-8a45-11ea-ab09-0242ac140003,1.5881842480807572e+18,Temperatur/Schlafzimmer,18.916718848
87,s,af036afe-8a45-11ea-9ff4-0242ac140004,1.5881842481835233e+18,Heizung/Schlafzimmer,19.019484928
88,s,af6d0090-8a45-11ea-ab09-0242ac140003,1.588184248875491e+18,Temperatur/Küche,19.711452672
89,s,af7cc890-8a45-11ea-9ff4-0242ac140004,1.5881842489789012e+18,Heizung/Küche,19.814862848
90,s,af82fb2a-8a45-11ea-ab09-0242ac140003,1.588184249019518e+18,Temperatur/Flur,19.855479552
91,s,af92a6d8-8a45-11ea-9ff4-0242ac140004,1.5881842491222188e+18,Heizung/Flur,19.958180352
92,s,afd4598e-8a45-11ea-ab09-0242ac140003,1.5881842495527485e+18,Temperatur/Schlafzimmer,20.388710144
93,s,afe3f3da-8a45-11ea-9ff4-0242ac140004,1.588184249655027e+18,Heizung/Schlafzimmer,20.490988544
94,s,b003255c-8a45-11ea-ab09-0242ac140003,1.5881842498594396e+18,Temperatur/Schlafzimmer,20.695401216
95,s,b005aa3e-8a45-11ea-ab09-0242ac140003,1.588184249875951e+18,Temperatur/Küche,20.711912704
96,s,b012cd86-8a45-11ea-9ff4-0242ac140004,1.5881842499620849e+18,Heizung/Schlafzimmer,20.798046464
97,s,b0155ace-8a45-11ea-9ff4-0242ac140004,1.5881842499788096e+18,Heizung/Küche,20.8147712
98,s,b05263ce-8a45-11ea-ab09-0242ac140003,1.5881842503787748e+18,Temperatur/Schlafzimmer,21.214736384
99,s,b061f4e2-8a45-11ea-9ff4-0242ac140004,1.5881842504808061e+18,Heizung/Schlafzimmer,21.316767744
100,s,b06803e6-8a45-11ea-ab09-0242ac140003,1.5881842505205071e+18,Temperatur/Flur,21.356468736
101,s,b077b886-8a45-11ea-9ff4-0242ac140004,1.588184250623432e+18,Heizung/Flur,21.459393536
102,s,b09e7818-8a45-11ea-ab09-0242ac140003,1.588184250877361e+18,Temperatur/Küche,21.713322496
103,s,b0ae1462-8a45-11ea-9ff4-0242ac140004,1.5881842509796948e+18,Heizung/Küche,21.815656448
104,s,b0b4a674-8a45-11ea-ab09-0242ac140003,1.5881842510227548e+18,Temperatur/Schlafzimmer,21.858716416
105,s,b0c490fc-8a45-11ea-9ff4-0242ac140004,1.5881842511270884e+18,Heizung/Schlafzimmer,21.963049984
106,s,b1376a64-8a45-11ea-ab09-0242ac140003,1.588184251879721e+18,Temperatur/Küche,22.71568256
107,s,b1471ee6-8a45-11ea-9ff4-0242ac140004,1.588184251982675e+18,Heizung/Küche,22.818636544
108,s,b14d368c-8a45-11ea-ab09-0242ac140003,1.5881842520225966e+18,Temperatur/Flur,22.858558208
109,s,b15d1228-8a45-11ea-9ff4-0242ac140004,1.588184252126535e+18,Heizung/Flur,22.962496512
110,s,b16139c0-8a45-11ea-ab09-0242ac140003,1.5881842521537508e+18,Temperatur/Schlafzimmer,22.989712384
111,s,b17105ee-8a45-11ea-9ff4-0242ac140004,1.58818425225728e+18,Heizung/Schlafzimmer,23.0932416
112,s,b194baac-8a45-11ea-ab09-0242ac140003,1.588184252491291e+18,Temperatur/Schlafzimmer,23.32725248
113,s,b1a49de6-8a45-11ea-9ff4-0242ac140004,1.588184252595419e+18,Heizung/Schlafzimmer,23.43138048
114,s,b1d05b52-8a45-11ea-ab09-0242ac140003,1.5881842528820603e+18,Temperatur/Küche,23.718021888
115,s,b1e0313a-8a45-11ea-9ff4-0242ac140004,1.588184252985858e+18,Heizung/Küche,23.821819648
116,s,b23281a6-8a45-11ea-ab09-0242ac140003,1.5881842535252987e+18,Temperatur/Flur,24.361260288
117,s,b2427570-8a45-11ea-9ff4-0242ac140004,1.588184253629859e+18,Heizung/Flur,24.465820672
118,s,b2692558-8a45-11ea-ab09-0242ac140003,1.5881842538833633e+18,Temperatur/Küche,24.719324928
119,s,b278ff96-8a45-11ea-9ff4-0242ac140004,1.5881842539872922e+18,Heizung/Küche,24.82325376
120,s,b2ec08ce-8a45-11ea-ab09-0242ac140003,1.588184254741176e+18,Temperatur/Schlafzimmer,25.577137664
121,s,b2fbf090-8a45-11ea-9ff4-0242ac140004,1.5881842548454182e+18,Heizung/Schlafzimmer,25.68137984
122,s,b3020728-8a45-11ea-ab09-0242ac140003,1.5881842548853002e+18,Temperatur/Küche,25.721261824
123,s,b311b0ce-8a45-11ea-9ff4-0242ac140004,1.588184254987975e+18,Heizung/Küche,25.823936512
124,s,b317a8ee-8a45-11ea-ab09-0242ac140003,1.5881842550270597e+18,Temperatur/Flur,25.863021312
125,s,b3276856-8a45-11ea-9ff4-0242ac140004,1.5881842551302917e+18,Heizung/Flur,25.966253312
126,s,b3918b78-8a45-11ea-ab09-0242ac140003,1.5881842558258657e+18,Temperatur/Schlafzimmer,26.661827328
127,s,b39aefa6-8a45-11ea-ab09-0242ac140003,1.5881842558874115e+18,Temperatur/Küche,26.723373056
128,s,b3a1565c-8a45-11ea-9ff4-0242ac140004,1.5881842559293637e+18,Heizung/Schlafzimmer,26.765325312
129,s,b3a621b4-8a45-11ea-ab09-0242ac140003,1.5881842559607813e+18,Temperatur/Schlafzimmer,26.796742912
130,s,b3aadad8-8a45-11ea-9ff4-0242ac140004,1.5881842559917235e+18,Heizung/Küche,26.82768512
131,s,b3b6177c-8a45-11ea-9ff4-0242ac140004,1.5881842560653847e+18,Heizung/Schlafzimmer,26.901346304
132,s,b3e3eb3e-8a45-11ea-ab09-0242ac140003,1.5881842563657065e+18,Temperatur/Schlafzimmer,27.201668096
133,s,b3f3ae7a-8a45-11ea-9ff4-0242ac140004,1.58818425646903e+18,Heizung/Schlafzimmer,27.304991488
134,s,b3fce666-8a45-11ea-ab09-0242ac140003,1.5881842565294436e+18,Temperatur/Flur,27.365405184
135,s,b40ca2b8-8a45-11ea-9ff4-0242ac140004,1.5881842566325594e+18,Heizung/Flur,27.46852096
136,s,b433b858-8a45-11ea-ab09-0242ac140003,1.5881842568886868e+18,Temperatur/Küche,27.724648448
137,s,b4435b1e-8a45-11ea-9ff4-0242ac140004,1.5881842569911322e+18,Heizung/Küche,27.82709376
138,s,b46dd31c-8a45-11ea-ab09-0242ac140003,1.5881842572694735e+18,Temperatur/Schlafzimmer,28.105435136
139,s,b47da77e-8a45-11ea-9ff4-0242ac140004,1.5881842573732206e+18,Heizung/Schlafzimmer,28.209182208
140,s,b49b5a08-8a45-11ea-ab09-0242ac140003,1.5881842575678566e+18,Temperatur/Schlafzimmer,28.40381824
141,s,b4a7697e-8a45-11ea-ab09-0242ac140003,1.588184257646888e+18,Temperatur/Schlafzimmer,28.482849536
142,s,b4ab1c72-8a45-11ea-9ff4-0242ac140004,1.5881842576711232e+18,Heizung/Schlafzimmer,28.5070848
143,s,b4b7431c-8a45-11ea-9ff4-0242ac140004,1.5881842577507717e+18,Heizung/Schlafzimmer,28.586733312
144,s,b4ccac34-8a45-11ea-ab09-0242ac140003,1.588184257891079e+18,Temperatur/Küche,28.727040512
145,s,b4dc8af0-8a45-11ea-9ff4-0242ac140004,1.5881842579951068e+18,Heizung/Küche,28.831068416
146,s,b4e1fa12-8a45-11ea-ab09-0242ac140003,1.5881842580306854e+18,Temperatur/Flur,28.86664704
147,s,b4f18bda-8a45-11ea-9ff4-0242ac140004,1.5881842581327055e+18,Heizung/Flur,28.968667136
148,s,b5659c5a-8a45-11ea-ab09-0242ac140003,1.5881842588933699e+18,Temperatur/Küche,29.729331456
149,s,b575893a-8a45-11ea-9ff4-0242ac140004,1.5881842589977554e+18,Heizung/Küche,29.833716992
150,s,b5867b14-8a45-11ea-ab09-0242ac140003,1.588184259108798e+18,Temperatur/Schlafzimmer,29.944759552
