s,c39d64e6-1515-11eb-a24b-0242ac130004,1603446878530129161,Heizung/Schlafzimmer
r,c3de4d80-1515-11eb-bd4b-0242ac130002,1603446878957198756,
s,c3ee3038-1515-11eb-a24b-0242ac130004,1603446879059633581,Heizung/Küche
r,c3f992b6-1515-11eb-bd4b-0242ac130002,1603446879136129086,
s,c4097bcc-1515-11eb-a24b-0242ac130004,1603446879238504182,Heizung/Schlafzimmer
r,c40ecd66-1515-11eb-bd4b-0242ac130002,1603446879275524326,
s,c41eb46a-1515-11eb-a24b-0242ac130004,1603446879377582748,Heizung/Flur
r,c47764c0-1515-11eb-bd4b-0242ac130002,1603446879960706873,
s,c48749f8-1515-11eb-a24b-0242ac130004,1603446880062992986,Heizung/Küche
r,c4f3ea68-1515-11eb-bd4b-0242ac130002,1603446880776332471,
s,c503a61a-1515-11eb-a24b-0242ac130004,1603446880877982448,Heizung/Flur
r,c51020a2-1515-11eb-bd4b-0242ac130002,1603446880960646722,
s,c51fc674-1515-11eb-a24b-0242ac130004,1603446881062305388,Heizung/Küche
q,c5857528-1515-11eb-a24b-0242ac130004,1603446881728706762,quit run
