sent messages,received messages,losses,packet loss
189,178,11.0,0.35000000000000003
188,112,76.0,0.35000000000000003
191,54,137.0,0.4
189,160,29.0,0.4
190,104,86.0,0.4
195,94,101.0,0.4
195,121,74.0,0.4
190,17,173.0,0.4
195,69,126.0,0.4
192,46,146.0,0.4
191,58,133.0,0.4
189,135,54.0,0.4
192,87,105.0,0.45
189,170,19.0,0.45
194,61,133.0,0.45
196,10,186.0,0.45
195,143,52.0,0.45
189,44,145.0,0.45
193,190,3.0,0.45
188,105,83.0,0.45
192,7,185.0,0.45
188,3,185.0,0.45
189,120,69.0,0.5
196,20,176.0,0.5
191,23,168.0,0.5
191,51,140.0,0.5
189,8,181.0,0.5
187,62,125.0,0.5
193,58,135.0,0.5
194,16,178.0,0.5
190,130,60.0,0.5
189,44,145.0,0.5
194,104,90.0,0.55
192,182,10.0,0.55
188,59,129.0,0.55
194,3,191.0,0.55
186,7,179.0,0.55
192,22,170.0,0.55
194,96,98.0,0.55
193,67,126.0,0.55
195,3,192.0,0.55
186,16,170.0,0.55
195,123,72.0,0.6000000000000001
188,87,101.0,0.6000000000000001
186,18,168.0,0.6000000000000001
190,21,169.0,0.6000000000000001
191,4,187.0,0.6000000000000001
188,73,115.0,0.6000000000000001
194,4,190.0,0.6000000000000001
192,3,189.0,0.6000000000000001
189,91,98.0,0.6000000000000001
196,29,167.0,0.6000000000000001
187,20,167.0,0.65
189,36,153.0,0.65
196,89,107.0,0.65
190,3,187.0,0.65
186,33,153.0,0.65
190,3,187.0,0.65
189,4,185.0,0.65
196,3,193.0,0.65
187,43,144.0,0.65
194,33,161.0,0.65
186,3,183.0,0.7000000000000001
193,3,190.0,0.7000000000000001
188,21,167.0,0.7000000000000001
190,4,186.0,0.7000000000000001
188,3,185.0,0.7000000000000001
195,4,191.0,0.7000000000000001
194,0,194.0,0.7000000000000001
192,11,181.0,0.7000000000000001
194,34,160.0,0.7000000000000001
191,3,188.0,0.7000000000000001
190,0,190.0,0.75
191,3,188.0,0.75
193,3,190.0,0.75
187,43,144.0,0.75
188,3,185.0,0.75
187,16,171.0,0.75
192,20,172.0,0.75
191,16,175.0,0.75
195,12,183.0,0.75
187,16,171.0,0.75
191,3,188.0,0.8
191,4,187.0,0.8
190,16,174.0,0.8
190,43,147.0,0.8
189,16,173.0,0.8
192,3,189.0,0.8
187,3,184.0,0.8
195,3,192.0,0.8
192,3,189.0,0.8
187,3,184.0,0.8
196,0,196.0,0.8500000000000001
189,0,189.0,0.8500000000000001
189,3,186.0,0.8500000000000001
188,3,185.0,0.8500000000000001
196,3,193.0,0.8500000000000001
191,3,188.0,0.8500000000000001
188,3,185.0,0.8500000000000001
192,0,192.0,0.8500000000000001
191,3,188.0,0.8500000000000001
192,3,189.0,0.8500000000000001
190,3,187.0,0.9
187,0,187.0,0.9
187,0,187.0,0.9
193,0,193.0,0.9
189,0,189.0,0.9
191,0,191.0,0.9
188,16,172.0,0.9
191,0,191.0,0.9
194,0,194.0,0.9
190,0,190.0,0.9
191,3,188.0,0.9500000000000001
190,0,190.0,0.9500000000000001
187,3,184.0,0.9500000000000001
192,0,192.0,0.9500000000000001
187,0,187.0,0.9500000000000001
187,16,171.0,0.9500000000000001
189,3,186.0,0.9500000000000001
191,0,191.0,0.9500000000000001
195,0,195.0,0.9500000000000001
192,0,192.0,0.9500000000000001
