,type,uuid,timestamp,message,runtime
16,s,b567fc9c-1515-11eb-bd4b-0242ac130002,1.6034468546919823e+18,Temperatur/Schlafzimmer,2.966221568
17,s,b5778b8a-1515-11eb-a24b-0242ac130004,1.6034468547939564e+18,Heizung/Schlafzimmer,3.068195584
18,s,b58a40ea-1515-11eb-bd4b-0242ac130002,1.6034468549165565e+18,Temperatur/Küche,3.190795776
19,s,b599c75e-1515-11eb-a24b-0242ac130004,1.6034468550183037e+18,Heizung/Küche,3.292542976
20,s,b5bc1b1a-1515-11eb-bd4b-0242ac130002,1.603446855243258e+18,Temperatur/Flur,3.517497344
21,s,b5c1fc10-1515-11eb-bd4b-0242ac130002,1.6034468552817848e+18,Temperatur/Schlafzimmer,3.556024064
22,s,b5cb9432-1515-11eb-a24b-0242ac130004,1.6034468553446692e+18,Heizung/Flur,3.618908416
23,s,b5d18518-1515-11eb-a24b-0242ac130004,1.6034468553836155e+18,Heizung/Schlafzimmer,3.65785472
24,s,b5fef2aa-1515-11eb-bd4b-0242ac130002,1.603446855681342e+18,Temperatur/Schlafzimmer,3.955581184
25,s,b60ebb90-1515-11eb-a24b-0242ac130004,1.6034468557848074e+18,Heizung/Schlafzimmer,4.059046656
26,s,b62301c2-1515-11eb-bd4b-0242ac130002,1.6034468559176302e+18,Temperatur/Küche,4.19186944
27,s,b632927c-1515-11eb-a24b-0242ac130004,1.6034468560196657e+18,Heizung/Küche,4.293904896
28,s,b6584896-1515-11eb-bd4b-0242ac130002,1.6034468562668088e+18,Temperatur/Schlafzimmer,4.541048064
29,s,b6681316-1515-11eb-a24b-0242ac130004,1.6034468563702984e+18,Heizung/Schlafzimmer,4.6445376
30,s,b6a141ea-1515-11eb-bd4b-0242ac130002,1.6034468567450307e+18,Temperatur/Flur,5.019269888
31,s,b6b0fd10-1515-11eb-a24b-0242ac130004,1.6034468568481705e+18,Heizung/Flur,5.122409728
32,s,b6bbf3e6-1515-11eb-bd4b-0242ac130002,1.6034468569199982e+18,Temperatur/Küche,5.19423744
33,s,b6cbaf20-1515-11eb-a24b-0242ac130004,1.60344685702308e+18,Heizung/Küche,5.297319168
34,s,b74c72cc-1515-11eb-bd4b-0242ac130002,1.603446857866945e+18,Temperatur/Schlafzimmer,6.141184256
35,s,b754c648-1515-11eb-bd4b-0242ac130002,1.6034468579215235e+18,Temperatur/Küche,6.195762688
36,s,b75c0d7c-1515-11eb-a24b-0242ac130004,1.6034468579692595e+18,Heizung/Schlafzimmer,6.243498752
37,s,b764a1da-1515-11eb-a24b-0242ac130004,1.6034468580254853e+18,Heizung/Küche,6.299724544
38,s,b786599c-1515-11eb-bd4b-0242ac130002,1.6034468582464205e+18,Temperatur/Flur,6.520659712
39,s,b7961c10-1515-11eb-a24b-0242ac130004,1.603446858349802e+18,Heizung/Flur,6.624041216
40,s,b7c55ab6-1515-11eb-bd4b-0242ac130002,1.6034468586593336e+18,Temperatur/Schlafzimmer,6.933572864
41,s,b7d52608-1515-11eb-a24b-0242ac130004,1.6034468587628746e+18,Heizung/Schlafzimmer,7.037113856
42,s,b7edd61c-1515-11eb-bd4b-0242ac130002,1.603446858924649e+18,Temperatur/Küche,7.198888192
43,s,b7fda0c4-1515-11eb-a24b-0242ac130004,1.6034468590281137e+18,Heizung/Küche,7.302352896
44,s,b823afee-1515-11eb-bd4b-0242ac130002,1.6034468592775496e+18,Temperatur/Schlafzimmer,7.5517888
45,s,b83371d6-1515-11eb-a24b-0242ac130004,1.60344685938083e+18,Heizung/Schlafzimmer,7.655069184
46,s,b85b9fbc-1515-11eb-bd4b-0242ac130002,1.6034468596441375e+18,Temperatur/Schlafzimmer,7.918376704
47,s,b86b6a6e-1515-11eb-a24b-0242ac130004,1.6034468597476603e+18,Heizung/Schlafzimmer,8.02189952
47,s,b86b79d2-1515-11eb-bd4b-0242ac130002,1.6034468597480448e+18,Temperatur/Flur,8.022284032
49,s,b87b75a8-1515-11eb-a24b-0242ac130004,1.6034468598528033e+18,Heizung/Flur,8.12704256
50,s,b886aa68-1515-11eb-bd4b-0242ac130002,1.6034468599262241e+18,Temperatur/Küche,8.20046336
51,s,b894bd7e-1515-11eb-bd4b-0242ac130002,1.6034468600184758e+18,Temperatur/Schlafzimmer,8.292715008
52,s,b8966296-1515-11eb-a24b-0242ac130004,1.6034468600292408e+18,Heizung/Küche,8.303480064
53,s,b8a4b0a8-1515-11eb-a24b-0242ac130004,1.6034468601230154e+18,Heizung/Schlafzimmer,8.397254656
54,s,b90cf5dc-1515-11eb-bd4b-0242ac130002,1.6034468608063363e+18,Temperatur/Schlafzimmer,9.080575488
55,s,b91cc23c-1515-11eb-a24b-0242ac130004,1.6034468609098895e+18,Heizung/Schlafzimmer,9.184128768
56,s,b91f75d6-1515-11eb-bd4b-0242ac130002,1.603446860927589e+18,Temperatur/Küche,9.201828352
57,s,b92f3944-1515-11eb-a24b-0242ac130004,1.6034468610309112e+18,Heizung/Küche,9.305150464
58,s,b950b2b8-1515-11eb-bd4b-0242ac130002,1.6034468612502758e+18,Temperatur/Flur,9.524515072
59,s,b9606ad2-1515-11eb-a24b-0242ac130004,1.6034468613532777e+18,Heizung/Flur,9.627516928
60,s,b9b8463a-1515-11eb-bd4b-0242ac130002,1.6034468619290734e+18,Temperatur/Küche,10.20331264
61,s,b9c80a16-1515-11eb-a24b-0242ac130004,1.6034468620323853e+18,Heizung/Küche,10.306624512
62,s,ba0a1ec4-1515-11eb-bd4b-0242ac130002,1.6034468624654577e+18,Temperatur/Schlafzimmer,10.739696896
63,s,ba19f4ac-1515-11eb-a24b-0242ac130004,1.6034468625692503e+18,Heizung/Schlafzimmer,10.843489536
64,s,ba35ca06-1515-11eb-bd4b-0242ac130002,1.6034468627516472e+18,Temperatur/Flur,11.025886464
65,s,ba45ac3c-1515-11eb-a24b-0242ac130004,1.6034468628557558e+18,Heizung/Flur,11.129995008
66,s,ba512a08-1515-11eb-bd4b-0242ac130002,1.6034468629310167e+18,Temperatur/Küche,11.205255936
67,s,ba60bfb8-1515-11eb-a24b-0242ac130004,1.603446863033171e+18,Heizung/Küche,11.307410176
68,s,ba85bc5a-1515-11eb-bd4b-0242ac130002,1.603446863275549e+18,Temperatur/Schlafzimmer,11.54978816
69,s,ba9546f2-1515-11eb-a24b-0242ac130004,1.6034468633774088e+18,Heizung/Schlafzimmer,11.651648
70,s,bae8c5b6-1515-11eb-bd4b-0242ac130002,1.6034468639246305e+18,Temperatur/Schlafzimmer,12.19886976
71,s,baea037c-1515-11eb-bd4b-0242ac130002,1.6034468639327657e+18,Temperatur/Küche,12.207004928
72,s,baf890ae-1515-11eb-a24b-0242ac130004,1.6034468640281334e+18,Heizung/Schlafzimmer,12.302372608
73,s,baf9c424-1515-11eb-a24b-0242ac130004,1.6034468640360095e+18,Heizung/Küche,12.310248704
74,s,bb1788e2-1515-11eb-bd4b-0242ac130002,1.6034468642310863e+18,Temperatur/Schlafzimmer,12.505325568
75,s,bb1adc40-1515-11eb-bd4b-0242ac130002,1.6034468642528827e+18,Temperatur/Flur,12.52712192
76,s,bb276b72-1515-11eb-a24b-0242ac130004,1.6034468643352102e+18,Heizung/Schlafzimmer,12.609449472
77,s,bb2a8820-1515-11eb-bd4b-0242ac130002,1.6034468643555907e+18,Temperatur/Schlafzimmer,12.629829888
77,s,bb2ad10e-1515-11eb-a24b-0242ac130004,1.6034468643574687e+18,Heizung/Flur,12.631707904
79,s,bb3a99e0-1515-11eb-a24b-0242ac130004,1.6034468644609219e+18,Heizung/Schlafzimmer,12.735161088
80,s,bb82c5bc-1515-11eb-bd4b-0242ac130002,1.6034468649338516e+18,Temperatur/Küche,13.20809088
81,s,bb925d38-1515-11eb-a24b-0242ac130004,1.6034468650360627e+18,Heizung/Küche,13.310301952
82,s,bbb5d844-1515-11eb-bd4b-0242ac130002,1.6034468652685914e+18,Temperatur/Schlafzimmer,13.542830592
83,s,bbc59572-1515-11eb-a24b-0242ac130004,1.603446865371723e+18,Heizung/Schlafzimmer,13.64596224
84,s,bbfc6f2a-1515-11eb-bd4b-0242ac130002,1.6034468657312087e+18,Temperatur/Schlafzimmer,14.005447936
85,s,bbfff870-1515-11eb-bd4b-0242ac130002,1.603446865754385e+18,Temperatur/Flur,14.028624128
86,s,bc0c76f4-1515-11eb-a24b-0242ac130004,1.6034468658362647e+18,Heizung/Schlafzimmer,14.110503936
87,s,bc0fca7a-1515-11eb-a24b-0242ac130004,1.6034468658580664e+18,Heizung/Flur,14.132305664
88,s,bc1ba638-1515-11eb-bd4b-0242ac130002,1.6034468659357752e+18,Temperatur/Küche,14.210014464
89,s,bc2b9390-1515-11eb-a24b-0242ac130004,1.603446866040177e+18,Heizung/Küche,14.314416128
90,s,bca31794-1515-11eb-bd4b-0242ac130002,1.603446866823398e+18,Temperatur/Schlafzimmer,15.09763712
91,s,bcabff8a-1515-11eb-bd4b-0242ac130002,1.6034468668818166e+18,Temperatur/Schlafzimmer,15.156055808
92,s,bcb2e17e-1515-11eb-a24b-0242ac130004,1.6034468669269046e+18,Heizung/Schlafzimmer,15.201143808
93,s,bcb46940-1515-11eb-bd4b-0242ac130002,1.6034468669369083e+18,Temperatur/Küche,15.21114752
94,s,bcbbb5e2-1515-11eb-a24b-0242ac130004,1.6034468669847475e+18,Heizung/Schlafzimmer,15.258986752
95,s,bcc42c2c-1515-11eb-a24b-0242ac130004,1.6034468670402053e+18,Heizung/Küche,15.314444544
96,s,bce51414-1515-11eb-bd4b-0242ac130002,1.6034468672558648e+18,Temperatur/Flur,15.530104064
97,s,bcf4d7d2-1515-11eb-a24b-0242ac130004,1.6034468673591634e+18,Heizung/Flur,15.633402624
98,s,bd37f79c-1515-11eb-bd4b-0242ac130002,1.6034468677991089e+18,Temperatur/Schlafzimmer,16.073348096
99,s,bd48059c-1515-11eb-a24b-0242ac130004,1.603446867904305e+18,Heizung/Schlafzimmer,16.178544128
100,s,bd4d3bc0-1515-11eb-bd4b-0242ac130002,1.6034468679384548e+18,Temperatur/Küche,16.212694016
101,s,bd5d159a-1515-11eb-a24b-0242ac130004,1.6034468680423534e+18,Heizung/Küche,16.31659264
102,s,bdca2a40-1515-11eb-bd4b-0242ac130002,1.603446868757208e+18,Temperatur/Flur,17.031447296
103,s,bdd9f38a-1515-11eb-a24b-0242ac130004,1.6034468688606723e+18,Heizung/Flur,17.134911488
104,s,bde5fe96-1515-11eb-bd4b-0242ac130002,1.6034468689395779e+18,Temperatur/Küche,17.213817088
105,s,bdf5cc7c-1515-11eb-a24b-0242ac130004,1.6034468690431826e+18,Heizung/Küche,17.317421824
106,s,be14dcc0-1515-11eb-bd4b-0242ac130002,1.603446869246738e+18,Temperatur/Schlafzimmer,17.520977152
107,s,be1853e6-1515-11eb-bd4b-0242ac130002,1.603446869269447e+18,Temperatur/Schlafzimmer,17.543686144
108,s,be24bfaa-1515-11eb-a24b-0242ac130004,1.6034468693508716e+18,Heizung/Schlafzimmer,17.625110784
109,s,be28296a-1515-11eb-a24b-0242ac130004,1.60344686937324e+18,Heizung/Schlafzimmer,17.647479296
110,s,be5943e2-1515-11eb-bd4b-0242ac130002,1.6034468696950267e+18,Temperatur/Schlafzimmer,17.96926592
111,s,be6931b2-1515-11eb-a24b-0242ac130004,1.6034468697994365e+18,Heizung/Schlafzimmer,18.073675776
112,s,be7ed9d6-1515-11eb-bd4b-0242ac130002,1.6034468699413396e+18,Temperatur/Küche,18.21557888
113,s,be88c360-1515-11eb-bd4b-0242ac130002,1.6034468700063122e+18,Temperatur/Schlafzimmer,18.280551424
114,s,be8eb220-1515-11eb-a24b-0242ac130004,1.6034468700451827e+18,Heizung/Küche,18.319421952
115,s,be98c184-1515-11eb-a24b-0242ac130004,1.6034468701111365e+18,Heizung/Schlafzimmer,18.385375744
116,s,beaf67a4-1515-11eb-bd4b-0242ac130002,1.603446870259553e+18,Temperatur/Flur,18.533792256
117,s,bebf3814-1515-11eb-a24b-0242ac130004,1.6034468703632097e+18,Heizung/Flur,18.63744896
118,s,bf17c3da-1515-11eb-bd4b-0242ac130002,1.6034468709434885e+18,Temperatur/Küche,19.217727744
119,s,bf27b646-1515-11eb-a24b-0242ac130004,1.6034468710480136e+18,Heizung/Küche,19.3222528
120,s,bf2e59ba-1515-11eb-bd4b-0242ac130002,1.603446871091504e+18,Temperatur/Schlafzimmer,19.36574336
121,s,bf3e2b74-1515-11eb-a24b-0242ac130004,1.603446871195184e+18,Heizung/Schlafzimmer,19.46942336
122,s,bf94a36e-1515-11eb-bd4b-0242ac130002,1.60344687176186e+18,Temperatur/Flur,20.036099328
123,s,bfa48694-1515-11eb-a24b-0242ac130004,1.6034468718659802e+18,Heizung/Flur,20.140219392
124,s,bfb090f6-1515-11eb-bd4b-0242ac130002,1.6034468719448858e+18,Temperatur/Küche,20.219124992
125,s,bfc05d9c-1515-11eb-a24b-0242ac130004,1.6034468720484319e+18,Heizung/Küche,20.322671104
126,s,c0495dfe-1515-11eb-bd4b-0242ac130002,1.603446872946264e+18,Temperatur/Küche,21.220503296
127,s,c0593148-1515-11eb-a24b-0242ac130004,1.60344687305001e+18,Heizung/Küche,21.324249344
128,s,c079ca16-1515-11eb-bd4b-0242ac130002,1.6034468732636214e+18,Temperatur/Flur,21.537860608
129,s,c0899964-1515-11eb-a24b-0242ac130004,1.6034468733672407e+18,Heizung/Flur,21.641479936
130,s,c0e22872-1515-11eb-bd4b-0242ac130002,1.6034468739475866e+18,Temperatur/Küche,22.221825792
131,s,c0f1d402-1515-11eb-a24b-0242ac130004,1.6034468740502943e+18,Heizung/Küche,22.324533504
132,s,c12a1be6-1515-11eb-bd4b-0242ac130002,1.6034468744191526e+18,Temperatur/Schlafzimmer,22.693391872
133,s,c139fc0a-1515-11eb-a24b-0242ac130004,1.603446874523208e+18,Heizung/Schlafzimmer,22.797447168
134,s,c15f24b2-1515-11eb-bd4b-0242ac130002,1.603446874766717e+18,Temperatur/Flur,23.04095616
135,s,c16efea0-1515-11eb-a24b-0242ac130004,1.6034468748706004e+18,Heizung/Flur,23.14483968
136,s,c17add42-1515-11eb-bd4b-0242ac130002,1.6034468749483523e+18,Temperatur/Küche,23.222591488
137,s,c18a641a-1515-11eb-a24b-0242ac130004,1.603446875050124e+18,Heizung/Küche,23.324363264
138,s,c194dfda-1515-11eb-bd4b-0242ac130002,1.603446875118833e+18,Temperatur/Schlafzimmer,23.393072128
139,s,c1a4b25c-1515-11eb-a24b-0242ac130004,1.6034468752225477e+18,Heizung/Schlafzimmer,23.496786944
140,s,c213bd3c-1515-11eb-bd4b-0242ac130002,1.6034468759502595e+18,Temperatur/Küche,24.224498688
141,s,c21b27f2-1515-11eb-bd4b-0242ac130002,1.60344687599887e+18,Temperatur/Schlafzimmer,24.273109248
142,s,c2238636-1515-11eb-a24b-0242ac130004,1.60344687605372e+18,Heizung/Küche,24.327959296
143,s,c22aff74-1515-11eb-a24b-0242ac130004,1.6034468761027057e+18,Heizung/Schlafzimmer,24.376944896
144,s,c2445cd0-1515-11eb-bd4b-0242ac130002,1.6034468762689562e+18,Temperatur/Flur,24.543195392
145,s,c25431a0-1515-11eb-a24b-0242ac130004,1.603446876372687e+18,Heizung/Flur,24.646926336
146,s,c2ac9f16-1515-11eb-bd4b-0242ac130002,1.6034468769521876e+18,Temperatur/Küche,25.22642688
147,s,c2bc6de2-1515-11eb-a24b-0242ac130004,1.6034468770557788e+18,Heizung/Küche,25.330018048
148,s,c329ac90-1515-11eb-bd4b-0242ac130002,1.6034468777717463e+18,Temperatur/Flur,26.045985536
149,s,c32bc070-1515-11eb-bd4b-0242ac130002,1.6034468777853458e+18,Temperatur/Schlafzimmer,26.059585024
150,s,c339bb62-1515-11eb-a24b-0242ac130004,1.603446877876973e+18,Heizung/Flur,26.151212288
151,s,c33b7d08-1515-11eb-a24b-0242ac130004,1.6034468778884864e+18,Heizung/Schlafzimmer,26.162725632
152,s,c34575d8-1515-11eb-bd4b-0242ac130002,1.6034468779538286e+18,Temperatur/Küche,26.22806784
153,s,c3554706-1515-11eb-a24b-0242ac130004,1.6034468780575153e+18,Heizung/Küche,26.331754496
154,s,c38d919c-1515-11eb-bd4b-0242ac130002,1.6034468784264136e+18,Temperatur/Schlafzimmer,26.7006528
155,s,c39d64e6-1515-11eb-a24b-0242ac130004,1.6034468785301292e+18,Heizung/Schlafzimmer,26.804368384
156,s,c3de4d80-1515-11eb-bd4b-0242ac130002,1.603446878955638e+18,Temperatur/Küche,27.229877248
157,s,c3ee3038-1515-11eb-a24b-0242ac130004,1.6034468790596337e+18,Heizung/Küche,27.333872896
158,s,c3f992b6-1515-11eb-bd4b-0242ac130002,1.6034468791342244e+18,Temperatur/Schlafzimmer,27.408463616
159,s,c4097bcc-1515-11eb-a24b-0242ac130004,1.6034468792385042e+18,Heizung/Schlafzimmer,27.512743424
160,s,c40ecd66-1515-11eb-bd4b-0242ac130002,1.6034468792733588e+18,Temperatur/Flur,27.54759808
161,s,c41eb46a-1515-11eb-a24b-0242ac130004,1.6034468793775828e+18,Heizung/Flur,27.65182208
162,s,c47764c0-1515-11eb-bd4b-0242ac130002,1.6034468799588022e+18,Temperatur/Küche,28.233041408
163,s,c48749f8-1515-11eb-a24b-0242ac130004,1.603446880062993e+18,Heizung/Küche,28.337232128
164,s,c4f3ea68-1515-11eb-bd4b-0242ac130002,1.6034468807748577e+18,Temperatur/Flur,29.04909696
165,s,c503a61a-1515-11eb-a24b-0242ac130004,1.6034468808779825e+18,Heizung/Flur,29.152221696
166,s,c51020a2-1515-11eb-bd4b-0242ac130002,1.603446880959734e+18,Temperatur/Küche,29.233973248
167,s,c51fc674-1515-11eb-a24b-0242ac130004,1.6034468810623053e+18,Heizung/Küche,29.336544512
