uuid,message_x,timestamp_x,runtime_x,losses,sum of losses
bdf5cc7c-1515-11eb-a24b-0242ac130004,Heizung/Küche,1.6034468690431826e+18,17.317421824,0,0
be14dcc0-1515-11eb-bd4b-0242ac130002,Temperatur/Schlafzimmer,1.603446869246738e+18,17.520977152,0,0
be1853e6-1515-11eb-bd4b-0242ac130002,Temperatur/Schlafzimmer,1.603446869269447e+18,17.543686144,0,0
be24bfaa-1515-11eb-a24b-0242ac130004,Heizung/Schlafzimmer,1.6034468693508716e+18,17.625110784,0,0
be28296a-1515-11eb-a24b-0242ac130004,Heizung/Schlafzimmer,1.60344686937324e+18,17.647479296,0,0
be5943e2-1515-11eb-bd4b-0242ac130002,Temperatur/Schlafzimmer,1.6034468696950267e+18,17.96926592,0,0
be6931b2-1515-11eb-a24b-0242ac130004,Heizung/Schlafzimmer,1.6034468697994365e+18,18.073675776,0,0
be7ed9d6-1515-11eb-bd4b-0242ac130002,Temperatur/Küche,1.6034468699413396e+18,18.21557888,0,0
be88c360-1515-11eb-bd4b-0242ac130002,Temperatur/Schlafzimmer,1.6034468700063122e+18,18.280551424,0,0
be8eb220-1515-11eb-a24b-0242ac130004,Heizung/Küche,1.6034468700451827e+18,18.319421952,0,0
be98c184-1515-11eb-a24b-0242ac130004,Heizung/Schlafzimmer,1.6034468701111365e+18,18.385375744,0,0
beaf67a4-1515-11eb-bd4b-0242ac130002,Temperatur/Flur,1.603446870259553e+18,18.533792256,0,0
bebf3814-1515-11eb-a24b-0242ac130004,Heizung/Flur,1.6034468703632097e+18,18.63744896,0,0
bf17c3da-1515-11eb-bd4b-0242ac130002,Temperatur/Küche,1.6034468709434885e+18,19.217727744,0,0
bf27b646-1515-11eb-a24b-0242ac130004,Heizung/Küche,1.6034468710480136e+18,19.3222528,0,0
bf2e59ba-1515-11eb-bd4b-0242ac130002,Temperatur/Schlafzimmer,1.603446871091504e+18,19.36574336,0,0
bf3e2b74-1515-11eb-a24b-0242ac130004,Heizung/Schlafzimmer,1.603446871195184e+18,19.46942336,0,0
bf94a36e-1515-11eb-bd4b-0242ac130002,Temperatur/Flur,1.60344687176186e+18,20.036099328,0,0
bfa48694-1515-11eb-a24b-0242ac130004,Heizung/Flur,1.6034468718659802e+18,20.140219392,0,0
bfb090f6-1515-11eb-bd4b-0242ac130002,Temperatur/Küche,1.6034468719448858e+18,20.219124992,0,0
bfc05d9c-1515-11eb-a24b-0242ac130004,Heizung/Küche,1.6034468720484319e+18,20.322671104,0,0
c0495dfe-1515-11eb-bd4b-0242ac130002,Temperatur/Küche,1.603446872946264e+18,21.220503296,0,0
c0593148-1515-11eb-a24b-0242ac130004,Heizung/Küche,1.60344687305001e+18,21.324249344,0,0
c079ca16-1515-11eb-bd4b-0242ac130002,Temperatur/Flur,1.6034468732636214e+18,21.537860608,0,0
c0899964-1515-11eb-a24b-0242ac130004,Heizung/Flur,1.6034468733672407e+18,21.641479936,0,0
c0e22872-1515-11eb-bd4b-0242ac130002,Temperatur/Küche,1.6034468739475866e+18,22.221825792,0,0
c0f1d402-1515-11eb-a24b-0242ac130004,Heizung/Küche,1.6034468740502943e+18,22.324533504,0,0
c12a1be6-1515-11eb-bd4b-0242ac130002,Temperatur/Schlafzimmer,1.6034468744191526e+18,22.693391872,0,0
c139fc0a-1515-11eb-a24b-0242ac130004,Heizung/Schlafzimmer,1.603446874523208e+18,22.797447168,0,0
c15f24b2-1515-11eb-bd4b-0242ac130002,Temperatur/Flur,1.603446874766717e+18,23.04095616,0,0
c16efea0-1515-11eb-a24b-0242ac130004,Heizung/Flur,1.6034468748706004e+18,23.14483968,0,0
c17add42-1515-11eb-bd4b-0242ac130002,Temperatur/Küche,1.6034468749483523e+18,23.222591488,0,0
c18a641a-1515-11eb-a24b-0242ac130004,Heizung/Küche,1.603446875050124e+18,23.324363264,0,0
c194dfda-1515-11eb-bd4b-0242ac130002,Temperatur/Schlafzimmer,1.603446875118833e+18,23.393072128,0,0
c1a4b25c-1515-11eb-a24b-0242ac130004,Heizung/Schlafzimmer,1.6034468752225477e+18,23.496786944,0,0
c213bd3c-1515-11eb-bd4b-0242ac130002,Temperatur/Küche,1.6034468759502595e+18,24.224498688,0,0
c21b27f2-1515-11eb-bd4b-0242ac130002,Temperatur/Schlafzimmer,1.60344687599887e+18,24.273109248,0,0
c2238636-1515-11eb-a24b-0242ac130004,Heizung/Küche,1.60344687605372e+18,24.327959296,0,0
c22aff74-1515-11eb-a24b-0242ac130004,Heizung/Schlafzimmer,1.6034468761027057e+18,24.376944896,0,0
c2445cd0-1515-11eb-bd4b-0242ac130002,Temperatur/Flur,1.6034468762689562e+18,24.543195392,0,0
c25431a0-1515-11eb-a24b-0242ac130004,Heizung/Flur,1.603446876372687e+18,24.646926336,0,0
c2ac9f16-1515-11eb-bd4b-0242ac130002,Temperatur/Küche,1.6034468769521876e+18,25.22642688,0,0
c2bc6de2-1515-11eb-a24b-0242ac130004,Heizung/Küche,1.6034468770557788e+18,25.330018048,0,0
c329ac90-1515-11eb-bd4b-0242ac130002,Temperatur/Flur,1.6034468777717463e+18,26.045985536,0,0
c32bc070-1515-11eb-bd4b-0242ac130002,Temperatur/Schlafzimmer,1.6034468777853458e+18,26.059585024,0,0
c339bb62-1515-11eb-a24b-0242ac130004,Heizung/Flur,1.603446877876973e+18,26.151212288,0,0
c33b7d08-1515-11eb-a24b-0242ac130004,Heizung/Schlafzimmer,1.6034468778884864e+18,26.162725632,0,0
c34575d8-1515-11eb-bd4b-0242ac130002,Temperatur/Küche,1.6034468779538286e+18,26.22806784,0,0
c3554706-1515-11eb-a24b-0242ac130004,Heizung/Küche,1.6034468780575153e+18,26.331754496,0,0
c38d919c-1515-11eb-bd4b-0242ac130002,Temperatur/Schlafzimmer,1.6034468784264136e+18,26.7006528,0,0
c39d64e6-1515-11eb-a24b-0242ac130004,Heizung/Schlafzimmer,1.6034468785301292e+18,26.804368384,0,0
c3de4d80-1515-11eb-bd4b-0242ac130002,Temperatur/Küche,1.603446878955638e+18,27.229877248,0,0
c3ee3038-1515-11eb-a24b-0242ac130004,Heizung/Küche,1.6034468790596337e+18,27.333872896,0,0
c3f992b6-1515-11eb-bd4b-0242ac130002,Temperatur/Schlafzimmer,1.6034468791342244e+18,27.408463616,0,0
c4097bcc-1515-11eb-a24b-0242ac130004,Heizung/Schlafzimmer,1.6034468792385042e+18,27.512743424,0,0
c40ecd66-1515-11eb-bd4b-0242ac130002,Temperatur/Flur,1.6034468792733588e+18,27.54759808,0,0
c41eb46a-1515-11eb-a24b-0242ac130004,Heizung/Flur,1.6034468793775828e+18,27.65182208,0,0
c47764c0-1515-11eb-bd4b-0242ac130002,Temperatur/Küche,1.6034468799588022e+18,28.233041408,0,0
c48749f8-1515-11eb-a24b-0242ac130004,Heizung/Küche,1.603446880062993e+18,28.337232128,0,0
c4f3ea68-1515-11eb-bd4b-0242ac130002,Temperatur/Flur,1.6034468807748577e+18,29.04909696,0,0
c503a61a-1515-11eb-a24b-0242ac130004,Heizung/Flur,1.6034468808779825e+18,29.152221696,0,0
c51020a2-1515-11eb-bd4b-0242ac130002,Temperatur/Küche,1.603446880959734e+18,29.233973248,0,0
c51fc674-1515-11eb-a24b-0242ac130004,Heizung/Küche,1.6034468810623053e+18,29.336544512,0,0
